title,video_link,views,date_time,img_link
Find the minimum value to be added so that array becomes balanced | GeeksforGeeks,/watch?v=Zq1XLf5DTSo,4.6K views,6 years ago,https://i.ytimg.com/vi/Zq1XLf5DTSo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB_DKdYjX9u5Ox0f-e1gnNFRsvYJw
Advantages of BST over Hash Table | GeeksforGeeks,/watch?v=PkO4Fy2R6Oo,38K views,6 years ago,https://i.ytimg.com/vi/PkO4Fy2R6Oo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCqSht4A3mFFYMqaAaCtjIXx3fQkg
Print Right View of a Binary Tree | GeeksforGeeks,/watch?v=rnRRlhTflLs,19K views,6 years ago,https://i.ytimg.com/vi/rnRRlhTflLs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDe1TBtA2mf8ZvF6F_BaknO-L8lew
Convert an array to reduced form | Set 1 (Simple and Hashing) | GeeksforGeeks,/watch?v=Jxq_ejg3Snw,22K views,6 years ago,https://i.ytimg.com/vi/Jxq_ejg3Snw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAAgx79qeLLo0462lRtvbyEapO24w
Find if there is a pair with a given sum in a sorted and rotated array | GeeksforGeeks,/watch?v=8KuFojXysg0,18K views,6 years ago,https://i.ytimg.com/vi/8KuFojXysg0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD7xGYN3yb_csIclFdlVYBJ2x0jLQ
Print Sum Triangle for a given array | GeeksforGeeks,/watch?v=anyBv3m2emQ,8.4K views,6 years ago,https://i.ytimg.com/vi/anyBv3m2emQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCieV0Sks4RylJTGFIgPdIDYIVKdA
Reversal algorithm for array rotation | GeeksforGeeks,/watch?v=QOpU9-l5T7Y,42K views,6 years ago,https://i.ytimg.com/vi/QOpU9-l5T7Y/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLADZBBnatnNDFBJtvCPOKhu1xdelA
Find if two rectangles overlap | GeeksforGeeks,/watch?v=wx0nyomRS_U,62K views,6 years ago,https://i.ytimg.com/vi/wx0nyomRS_U/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBjhVymuuOwCVbP4HTgXDrxi0fB4g
Sum of all the numbers formed from root to leaf paths | GeeksforGeeks,/watch?v=bNgfwQspr10,9.3K views,6 years ago,https://i.ytimg.com/vi/bNgfwQspr10/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBL0VhiScQ0QF2vaGa6YtK0Fjfh8Q
Recursive Insertion Sort | GeeksforGeeks,/watch?v=wObxd4Kx8sE,49K views,6 years ago,https://i.ytimg.com/vi/wObxd4Kx8sE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCjF_5GFSl4g1JnN22ffEoJ64hjaw
Reversing a linked list | GeeksforGeeks,/watch?v=D7y_hoT_YZI,154K views,6 years ago,https://i.ytimg.com/vi/D7y_hoT_YZI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD9yOtycSWEuVQsHVkvE68YabeyHQ
Merge two sorted linked lists | GeeksforGeeks,/watch?v=odUJXFJR6Q4,75K views,6 years ago,https://i.ytimg.com/vi/odUJXFJR6Q4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCfHUH6gmvrxYh4Kj72pFpE4DwqQA
Level order traversal in spiral form | GeeksforGeeks,/watch?v=mUGFMHBvA50,25K views,6 years ago,https://i.ytimg.com/vi/mUGFMHBvA50/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAXgbdd7lXahZMjpYGbFK7FnOyGqA
Tree Isomorphism Problem | GeeksforGeeks,/watch?v=8PDbyZ5VPZU,11K views,6 years ago,https://i.ytimg.com/vi/8PDbyZ5VPZU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAPH-3kW2KfcQqA104Vdd9gAGG-eg
Program to cyclically rotate an array by one | GeeksforGeeks,/watch?v=ZNqWgwwpgLU,24K views,6 years ago,https://i.ytimg.com/vi/ZNqWgwwpgLU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDL07q3Iq7BRcrzd60fg-R39FP5HQ
Python Programming Tutorial - Operator Functions - Part 1 | GeeksforGeeks,/watch?v=ef4HnMGHWX0,6.6K views,6 years ago,https://i.ytimg.com/vi/ef4HnMGHWX0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA5K0RL_s51FMQ9amJjExYMMVOQRQ
Program to Delete a Tree | GeeksforGeeks,/watch?v=qRpM8nrAyTI,8.6K views,6 years ago,https://i.ytimg.com/vi/qRpM8nrAyTI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBC_O6Q1kaP92mxTl4u5FpT9TCn9w
Count pairs with given sum | GeeksforGeeks,/watch?v=bvKMZXc0jQU,106K views,6 years ago,https://i.ytimg.com/vi/bvKMZXc0jQU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCPk-xqo_ada84RndcWU5wAhMV34A
Convert a Binary Tree into its Mirror Tree | GeeksforGeeks,/watch?v=FtdyIHBaKjc,37K views,6 years ago,https://i.ytimg.com/vi/FtdyIHBaKjc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC1ZZoHE2un9OAZPXlCC4FU3KDkOw
String matching where one string contains wildcard characters | GeeksforGeeks,/watch?v=Q6ZX95GadA8,38K views,6 years ago,https://i.ytimg.com/vi/Q6ZX95GadA8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDz9Bpo_4qV5XzNXeromKv9U7FQSw
Python Programming Tutorial - Operators - Part 1 | GeeksforGeeks,/watch?v=oiJUZbRIR7Y,36K views,6 years ago,https://i.ytimg.com/vi/oiJUZbRIR7Y/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC68PhvYFtJ9eGsBkejivTOm1MKtw
Find the Maximum Depth or Height of a Tree | GeeksforGeeks,/watch?v=TQI_m32_AeU,121K views,6 years ago,https://i.ytimg.com/vi/TQI_m32_AeU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD-LQANkioTruHUfbSTn0qzY4lX0g
Python Programming Tutorial - Type Conversion | GeeksforGeeks,/watch?v=clF_Saane-I,31K views,6 years ago,https://i.ytimg.com/vi/clF_Saane-I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAhuxldbk4KPDulP2k7rz6PN-DWyQ
Swap nodes in a linked list without swapping data | GeeksforGeeks,/watch?v=V4ZHvhvVmSE,49K views,6 years ago,https://i.ytimg.com/vi/V4ZHvhvVmSE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCchVuIV8e_bFrH54_AaHrvwEMjZQ
Python Programming Tutorial - Dictionary - Part 3 | GeeksforGeeks,/watch?v=Bn1ror5wRKg,6.2K views,6 years ago,https://i.ytimg.com/vi/Bn1ror5wRKg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA2JoCkSCg39aSSGJWChJJF93iHiA
Inorder predecessor and successor for a given key in BST | GeeksforGeeks,/watch?v=1FSDhZRZ7bw,34K views,6 years ago,https://i.ytimg.com/vi/1FSDhZRZ7bw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCsLjEUjcQDibeX4ISb06wQOe0DdA
The Celebrity Problem | GeeksforGeeks,/watch?v=LtGnA5L6LIk,46K views,6 years ago,https://i.ytimg.com/vi/LtGnA5L6LIk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDX_0wsZGz4-lbpyasgplB6Zo3xjQ
Python Programming Tutorial - Dictionary - Part 2 | GeeksforGeeks,/watch?v=2snBklr3Ovo,8.6K views,6 years ago,https://i.ytimg.com/vi/2snBklr3Ovo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAf9Td8PvWBb0L-lutiOCCWOUGgHA
Shuffle a given array | GeeksforGeeks,/watch?v=LP7YQdT5eps,36K views,6 years ago,https://i.ytimg.com/vi/LP7YQdT5eps/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBOsZmU6yrDay4v65jmP8JJvCqZ2A
Sorted Array to Balanced BST | GeeksforGeeks,/watch?v=XV-o-ZHrJVM,29K views,6 years ago,https://i.ytimg.com/vi/XV-o-ZHrJVM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB5x64m45kB01H1dm5uTwfA0AqGZA
Print leftmost and rightmost nodes of a Binary Tree | GeeksforGeeks,/watch?v=5lZrtHNIBJ4,11K views,6 years ago,https://i.ytimg.com/vi/5lZrtHNIBJ4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA1tURnTL2Dib6t0CfeRltmSx7kAg
Python Programming Tutorial - Dictionary - Part 1 | GeeksforGeeks,/watch?v=z7z_e5-l2yE,20K views,6 years ago,https://i.ytimg.com/vi/z7z_e5-l2yE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCsHhgxCed3w2wcGgIvtpHtdAXsAQ
Sum of array elements using recursion | GeeksforGeeks,/watch?v=-tqsxDpp6NI,54K views,6 years ago,https://i.ytimg.com/vi/-tqsxDpp6NI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLClaIp7Bf-PebQjdLitxfIWu_D95A
Python Programming Tutorial - Slicing and Splitting | GeeksforGeeks,/watch?v=i5WNg3UOkQk,19K views,6 years ago,https://i.ytimg.com/vi/i5WNg3UOkQk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA6dNYkrT6DwDywfsgbe2m-a4Xhhg
Pigeonhole Sort | GeeksforGeeks,/watch?v=nVQz0kZNC64,43K views,6 years ago,https://i.ytimg.com/vi/nVQz0kZNC64/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLByfUCljiMe2U6_abwF5SIrnq73cw
Python Programming Tutorial - Tuples | GeeksforGeeks,/watch?v=lv_Z6loukOs,13K views,6 years ago,https://i.ytimg.com/vi/lv_Z6loukOs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDnKsKSYwybzCzhsvTtqNbfznFj9A
KMP Algorithm | Searching for Patterns | GeeksforGeeks,/watch?v=cH-5KcgUcOE,238K views,6 years ago,https://i.ytimg.com/vi/cH-5KcgUcOE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDm1ZLXdDbpViIr6c4vNtSy9CII4g
Python Programming Tutorial - Logical Operations and Splitting in Strings | GeeksforGeeks,/watch?v=m9iv9aM6Om8,15K views,6 years ago,https://i.ytimg.com/vi/m9iv9aM6Om8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDLJdDOA4mqeEtkZJIyGH_s-76-sg
Averages of Levels in Binary Tree | GeeksforGeeks,/watch?v=BgRuUsatWhw,7.9K views,6 years ago,https://i.ytimg.com/vi/BgRuUsatWhw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDoK0gGQW1F0hxbYGhcK3HM6fS9fw
Rat in a Maze | Backtracking (Set 2) | GeeksforGeeks,/watch?v=PwxGTHraMNg,111K views,6 years ago,https://i.ytimg.com/vi/PwxGTHraMNg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDXIBZ8XeSEc3ja16rtX7FyxPnZKA
Amazon Interview Questions - 1 | GeeksforGeeks,/watch?v=il_t1WVLNxk,504K views,6 years ago,https://i.ytimg.com/vi/il_t1WVLNxk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDzNTjrjvWWphNr47BHzNh-2N6iIw
Add two numbers represented by Linked Lists | Set 1 | GeeksforGeeks,/watch?v=LLPuC5kWD8U,40K views,6 years ago,https://i.ytimg.com/vi/LLPuC5kWD8U/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDj8KvJHlgO0pz1tEINxj6br4aJqw
Anagram Substring Search (Or Search for all permutations) | GeeksforGeeks,/watch?v=-rcfE1Tj2E0,46K views,6 years ago,https://i.ytimg.com/vi/-rcfE1Tj2E0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBwWp0jBWRmsNj9efXNjtk55Pl3lQ
Bridges in a Graph | GeeksforGeeks,/watch?v=thLQYBlz2DM,53K views,6 years ago,https://i.ytimg.com/vi/thLQYBlz2DM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAmXPlf8e7pLyQTSUwogMW8UnExsA
Detect and Remove Loop in a Linked List | GeeksforGeeks,/watch?v=_BG9rjkAXj8,72K views,6 years ago,https://i.ytimg.com/vi/_BG9rjkAXj8/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIGUoZTAP&rs=AOn4CLCGH8YkLuZH2JgAnPSNoEncfwPGhA
Find largest element in an array | GeeksforGeeks,/watch?v=En68ipRaFOU,33K views,6 years ago,https://i.ytimg.com/vi/En68ipRaFOU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC4_ZOWdueMzrhuXvNRBge0EEEQcQ
Find sum of elements in a given array | GeeksforGeeks,/watch?v=sKHKHrEfHbI,31K views,6 years ago,https://i.ytimg.com/vi/sKHKHrEfHbI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBuJJkwBVeXJT5SGKDPNNi-pyTbbA
Find the smallest and second smallest elements in an array | GeeksforGeeks,/watch?v=OEgfEDR7BNk,59K views,6 years ago,https://i.ytimg.com/vi/OEgfEDR7BNk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDS6iZDHuoLipW7upTr__Vb8nbx8g
Primality Test (Introduction and School Method) | GeeksforGeeks,/watch?v=AaNUzEHiDpI,29K views,6 years ago,https://i.ytimg.com/vi/AaNUzEHiDpI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCiKedpMATJqS53dSk8L1tkvgz8gQ
Count leaf nodes in a Binary Tree (Recursive)  | GeeksforGeeks,/watch?v=80KWvXJQkTI,42K views,6 years ago,https://i.ytimg.com/vi/80KWvXJQkTI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC3GGlHF_N6o2ohzUaAi8HsS9x9ew
Python Programming Tutorial | Loops & Control Statements in Python | GeeksforGeeks,/watch?v=AaoqKlYCbSk,21K views,6 years ago,https://i.ytimg.com/vi/AaoqKlYCbSk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBsnKHjfe916EbdnREfBh8wcOCelg
C program to find area of a triangle | GeeksforGeeks,/watch?v=-fuEL8MEtOc,15K views,6 years ago,https://i.ytimg.com/vi/-fuEL8MEtOc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCfWfRHEU3yUL8IH50J4ZUXvaSM6Q
Python Programming Tutorial | List Methods - Part 2 | GeeksforGeeks,/watch?v=1Ej7ry6jacg,11K views,6 years ago,https://i.ytimg.com/vi/1Ej7ry6jacg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAYrIXs8PGiRi3OkWga8m3mzO9DhA
Python Programming Tutorial | List Methods - Part 1 | GeeksforGeeks,/watch?v=DHyul4IgRdE,14K views,6 years ago,https://i.ytimg.com/vi/DHyul4IgRdE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBAmA7lysCvwf40ZbfDCYYsB2rNFQ
Check whether a given number is even or odd | GeeksforGeeks,/watch?v=9j8X3dsBBNA,11K views,6 years ago,https://i.ytimg.com/vi/9j8X3dsBBNA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA2MSMS3yRME5ht-VqccqH0MOYxHQ
How to check if a given number is Fibonacci number? | GeeksforGeeks,/watch?v=tiiWQJGAr2o,39K views,6 years ago,https://i.ytimg.com/vi/tiiWQJGAr2o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC5Ugo5CHVXEpHdpzDchHI_XmpBPw
C Program for factorial of a number | GeeksforGeeks,/watch?v=T9_ojJJeVSc,32K views,6 years ago,https://i.ytimg.com/vi/T9_ojJJeVSc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBvJFat27Gt2z3z_GM_2HB09HoTdQ
Python Programming Tutorial | Python String Methods - Part 3 | GeeksforGeeks,/watch?v=ECnJ9AD6gHY,13K views,6 years ago,https://i.ytimg.com/vi/ECnJ9AD6gHY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAZwK9R3hUca9AcOLjx_n4kE5fhOg
Longest Bitonic Subsequence (Visualisation) | Dynamic Programming | Set 15 | GeeksforGeeks,/watch?v=CxpfBdPaRTE,22K views,6 years ago,https://i.ytimg.com/vi/CxpfBdPaRTE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBaAyVtpbZ3Rzf6BhZIYtei8LT6nQ
Longest Bitonic Subsequence (Explanation) | Dynamic Programming | Set 15 | GeeksforGeeks,/watch?v=CZ8eM2f3_gY,19K views,6 years ago,https://i.ytimg.com/vi/CZ8eM2f3_gY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAQj0dtdLMOH2rMLpoAS-lqQrhOHw
Sieve of Eratosthenes | GeeksforGeeks,/watch?v=ATyAnOCI1Ms,39K views,6 years ago,https://i.ytimg.com/vi/ATyAnOCI1Ms/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAuADigIMCAAQARgtIGUoODAP&rs=AOn4CLDhpm2J4hJ3RG7w8N3z6Oks7qS5vg
Lazy Propagation in Segment Tree | GeeksforGeeks,/watch?v=UKH4Zgfa4kI,19K views,6 years ago,https://i.ytimg.com/vi/UKH4Zgfa4kI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBful3gZCQQX5rDiQezNNU9Yls0wg
Sudoku (Explanation) | Backtracking | Set 7 | GeeksforGeeks,/watch?v=l7f9-GNH1j8,59K views,6 years ago,https://i.ytimg.com/vi/l7f9-GNH1j8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCLeE94CkwH_ySzc0Xo_LCM41BkbA
Sudoku (Visualisation) | Backtracking | Set 7 | GeeksforGeeks,/watch?v=_vWRZiDUGHU,45K views,6 years ago,https://i.ytimg.com/vi/_vWRZiDUGHU/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIGUoZTAP&rs=AOn4CLD6al5U_HCA6nAzgJSE7rIM4Ef1mQ
Add 1 to a given number | GeeksforGeeks,/watch?v=wP5P2-5n8iU,17K views,6 years ago,https://i.ytimg.com/vi/wP5P2-5n8iU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA8sPS2Rz2CTPj16zYXMpbbFsRMfw
Advantages of Python - Handling Large Numbers | GeeksforGeeks,/watch?v=76kZGrbSdps,40K views,6 years ago,https://i.ytimg.com/vi/76kZGrbSdps/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDxuX3AoZ-v5XJ3_upBrXxFwi6WLQ
Persistent Segment Tree | Set 1 (Introduction) | GeeksforGeeks,/watch?v=aLLC0Bi6I-Q,8.5K views,6 years ago,https://i.ytimg.com/vi/aLLC0Bi6I-Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBbHCDWi5zZ261I7K-FLxKATo8sMA
Replace all ‘0’ with ‘5’ in an input Integer | GeeksforGeeks,/watch?v=bFBqTgC4MlM,20K views,6 years ago,https://i.ytimg.com/vi/bFBqTgC4MlM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAp7wmPI_KdQViJ4MIEjDhFyIfaXw
Box Stacking Problem | Dynamic Programming (Set 22) | GeeksforGeeks,/watch?v=KgWy0fY0dRM,39K views,6 years ago,https://i.ytimg.com/vi/KgWy0fY0dRM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCNRiEsXkLbK5Kc79wfCrNys_-5fQ
Multiply a given Integer with 3.5 | GeeksforGeeks,/watch?v=oG2_XmdQnVs,4.8K views,6 years ago,https://i.ytimg.com/vi/oG2_XmdQnVs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC7uG7ZxwpDXqE8pYVuTwJhXJV9Pw
Check whether a given point lies inside a triangle or not | GeeksforGeeks,/watch?v=H9qu9Xptf-w,30K views,6 years ago,https://i.ytimg.com/vi/H9qu9Xptf-w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBMg8trlsLOvUXyPkMNBYuZbCUJxA
Python Programming Tutorial | Python String Methods - Part 2 | GeeksforGeeks,/watch?v=uWxLbPY9ewc,17K views,6 years ago,https://i.ytimg.com/vi/uWxLbPY9ewc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDx6gcAs_mk7trNZR24tYPIaaPzNA
Python Programming Tutorial | Python String Methods - Part 1 | GeeksforGeeks,/watch?v=mvDQuegHVXg,30K views,6 years ago,https://i.ytimg.com/vi/mvDQuegHVXg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDVW-2YbBesCewLfoQtJTrPUV61fQ
Find the closest pair from two sorted arrays | GeeksforGeeks,/watch?v=090fGlXqKzw,14K views,6 years ago,https://i.ytimg.com/vi/090fGlXqKzw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBcC7RCd5g-4lyr0X4W6FlnnUtThA
Search in an almost sorted array | GeeksforGeeks,/watch?v=xWOoBJUqlbI,19K views,6 years ago,https://i.ytimg.com/vi/xWOoBJUqlbI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCSCo6WS1Xjx41_SfbTQsCdIszZnw
Sort an array in wave form | GeeksforGeeks,/watch?v=8oR5OBW5buk,33K views,6 years ago,https://i.ytimg.com/vi/8oR5OBW5buk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBVLcoM3YasPcPXliKcgyxLkAp6yw
Lowest Common Ancestor in a Binary Search Tree | GeeksforGeeks,/watch?v=zlTsz-apm4U,37K views,6 years ago,https://i.ytimg.com/vi/zlTsz-apm4U/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDw4PqPPt2aWMD57VoiuRh5u0YH1w
"Python Programming Tutorial | Strings, Lists, Tuples, Iterations | GeeksforGeeks",/watch?v=pCoB45-CdVg,43K views,6 years ago,https://i.ytimg.com/vi/pCoB45-CdVg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA-aRJ9u_7PAt-_Cy2_bvDWYInsLg
